name,form
COSMEGEN,VIAL
COSOPT,Drops
COSOPT,DROPERETTE
COSOPT PF,Drops
COSOPT PF,DROPERETTE
COTELLIC,Tablet
COTEMPLA XR-ODT,TAB RAP BP
COUGH & COLD MUCUS RELIEF CF,Liquid
COUGH & SORE THROAT,Liquid
COUGH DM,SYRUP
COUGH DM ER,SUS ER 12H
COUGH FORMULA DM,SYRUP
COUGH GELS,Capsule
COUGH GELS,Liquid
COUGH SYRUP,SYRUP
COUGH SYRUP,Liquid
COUGH-CHEST CONGEST DM,Liquid
COUGH-CHEST CONGESTION DM,Liquid
COUGH-COLD,Tablet
COUGH-COLD HBP,Tablet
COVARYX,Tablet
COZAAR,Tablet
COZIMA,Cream (g)
CRANBERRY,Tablet
CRANBERRY,Capsule
CRANBERRY,Chewable Tablet
CRANBERRY CONCENTRATE,Capsule
CREAMY ACNE FACE,CLEANSER
CREAMY ACNE FACE,Cream (g)
CREON,CAPSULE DR
CRESEMBA,Capsule
CRESEMBA,VIAL
CRESTOR,Tablet
CRINONE,GEL/PF APP
CROFAB,VIAL
CROMOLYN SODIUM,SPRAY/PUMP
CROMOLYN SODIUM,Drops
CROMOLYN SODIUM,ORAL CONC
CROMOLYN SODIUM,AMPUL-NEB
CROTAN,Lotion
CRYSELLE,Tablet
CRYSVITA,VIAL
CUBICIN RF,VIAL
CUPRIMINE,Capsule
CUPRIMINE,Tablet
CURE CHROME,Solution
CUROSURF,VIAL
CUTAQUIG,VIAL
CUVITRU,VIAL
CUVPOSA,Tablet
CUVPOSA,Solution
CUVPOSA,VIAL
CUVPOSA,Syringe
CYANOCOBALAMIN INJECTION,VIAL
CYCLOBENZAPRINE HCL,Tablet
CYCLOBENZAPRINE HCL ER,Capsule ER 24H
CYCLOGYL,Drops
CYCLOMYDRIL,Drops
CYCLOPENTOLATE HCL,Drops
CYCLOPHOSPHAMIDE,Capsule
CYCLOPHOSPHAMIDE,Tablet
CYCLOPHOSPHAMIDE,VIAL
CYCLOSERINE,Capsule
CYCLOSET,Tablet
CYCLOSPORINE,DROPERETTE
CYCLOSPORINE,Capsule
CYCLOSPORINE,AMPUL
CYCLOSPORINE IN KLARITY,Drops
CYCLOSPORINE MODIFIED,Capsule
CYCLOSPORINE MODIFIED,Solution
CYKLOKAPRON,Tablet
CYKLOKAPRON,VIAL
CYKLOKAPRON,AMPUL
CYMBALTA,CAPSULE DR
CYPROHEPTADINE HCL,Tablet
CYPROHEPTADINE HCL,SYRUP
CYRAMZA,VIAL
CYRED,Tablet
CYRED EQ,Tablet
CYSTADANE,Powder
CYSTADROPS,Drops
CYSTAGON,Capsule
CYSTARAN,Drops
CYSVIEW,VIAL
CYTARABINE,VIAL
CYTOGAM,VIAL
CYTOMEL,Tablet
CYTOMEL,VIAL
CYTOTEC,Tablet
CYTRA-2,Solution
CYTRA-3,Solution
CYTRA-K,Solution
D-PENAMINE,Tablet
D-VI-SOL,Capsule
D-VI-SOL,Tablet
D-VI-SOL,Drops
D-VI-SOL,Chewable Tablet
D-VI-SOL,Liquid
D-VI-SOL,TAB RAPDIS
D-VI-SOL,SPRAY SUSP
D3-2000,Capsule
D3-2000,Tablet
D3-2000,Drops
D3-2000,Chewable Tablet
D3-2000,Liquid
D3-2000,TAB RAPDIS
D3-2000,SPRAY SUSP
D3-50,Capsule
D3-50,Tablet
D3-50,Drops
D3-50,Chewable Tablet
D3-50,Liquid
D3-50,TAB RAPDIS
D3-50,SPRAY SUSP
D3-5000,Capsule
D3-5000,Tablet
D3-5000,Drops
D3-5000,Chewable Tablet
D3-5000,Liquid
D3-5000,TAB RAPDIS
D3-5000,SPRAY SUSP
DABIGATRAN ETEXILATE,Capsule
DACARBAZINE,VIAL
DACOGEN,VIAL
DACTINOMYCIN,VIAL
DAILY ACNE WASH,CLEANSER
DAILY FIBER,POWD PACK
DAILY FIBER,Capsule
DAILY FIBER,Powder
DAILY VALUE,Tablet
DAILY VITAMIN FORMULA,Tablet
DAILY VITE,Tablet
DAIRY AID,Tablet
DAIRY AID,Chewable Tablet
DAIRY DIGESTIVE,Tablet
DAIRY DIGESTIVE SUPPLEMENT,Chewable Tablet
DAIRY RELIEF,Tablet
DAKINS,Solution
DALFAMPRIDINE ER,Tablet ER 12H
DALIRESP,Tablet
DALVANCE,VIAL
DANAZOL,Capsule
DANTRIUM,Capsule
DANTRIUM,VIAL
DANTROLENE SODIUM,Capsule
DANTROLENE SODIUM,VIAL
DANYELZA,VIAL
DAPSONE,Gel
DAPSONE,Tablet
DAPSONE,GEL W/PUMP
DAPTACEL DTAP,VIAL
DAPTOMYCIN,VIAL
DARAPRIM,Tablet
DARIFENACIN ER,Tablet ER 24H
DARTISLA,TAB RAPDIS
DARZALEX,VIAL
DARZALEX FASPRO,VIAL
DASETTA,Tablet
DAUNORUBICIN HCL,VIAL
DAURISMO,Tablet
DAYHIST ALLERGY,Tablet
DAYLOGIC ACNE FOAMING WASH,CLEANSER
DAYLOGIC MINOXIDIL,Foam
DAYPRO,Tablet
DAYSEE,TBDSPK 3MO
DAYTIME COLD & COUGH,Liquid
DAYTRANA,Patch
DAYVIGO,Tablet
DDAVP,Tablet
DDAVP,SPRAY/PUMP
DDAVP,VIAL
DDAVP,AMPUL
DEBLITANE,Tablet
DEBROX,Drops
DECARA,Capsule
DECITABINE,VIAL
DECONEX DMX,Tablet
DECONEX IR,Tablet
DEFERASIROX,Tablet
DEFERASIROX,TAB DISPER
DEFERASIROX,GRAN PACK
DEFERIPRONE,Tablet
DEFERIPRONE (3 TIMES A DAY),Tablet
DEFEROXAMINE MESYLATE,VIAL
DEFITELIO,VIAL
DELESTROGEN,VIAL
DELSTRIGO,Tablet
DELSYM,SUS ER 12H
DELSYM COUGH+CHEST CONGEST DM,Liquid
DELSYM COUGH-SORE THROAT,Liquid
DELSYM VAPOR,OINT ROLON
DELTA D3,Capsule
DELTA D3,Tablet
DELTA D3,Drops
DELTA D3,Chewable Tablet
DELTA D3,Liquid
DELTA D3,TAB RAPDIS
DELTA D3,SPRAY SUSP
DELZICOL,CAP(DRTAB)
DEMECLOCYCLINE HCL,Tablet
DEMEROL,AMPUL
DEMEROL,VIAL
DEMEROL,Syringe
DEMEROL,CARTRIDGE
DEMSER,Capsule
DENAVIR,Cream (g)
DENGVAXIA,VIAL
DENTA 5000 PLUS,Cream (g)
DENTAGEL,Gel
DEPAKOTE,TABLET DR
DEPAKOTE,CAP DR SPR
DEPAKOTE ER,Tablet ER 24H
DEPAKOTE SPRINKLE,TABLET DR
DEPAKOTE SPRINKLE,CAP DR SPR
DEPEN,Capsule
DEPEN,Tablet
DEPLIN-ALGAL OIL,Capsule
DEPO-MEDROL,VIAL
DEPO-PROVERA,Tablet
DEPO-PROVERA,VIAL
DEPO-PROVERA,Syringe
DEPO-SUBQ PROVERA 104,Syringe
DEPO-TESTOSTERONE,VIAL
DERMA-SMOOTHE-FS,OIL
DERMA-SMOOTHE-FS,Solution
DERMA-SMOOTHE-FS,Ointment
DERMA-SMOOTHE-FS,Cream (g)
DERMACINRX ATRIX,Liquid
DERMACINRX ATRIX,CLEANSER
DERMACINRX ATRIX,CREAM(ML)
DERMACINRX CIRCATA,Cream (g)
DERMACINRX CIRCATRIX,Cream (g)
DERMACINRX LIDOGEL,Gel
DERMACINRX LIDOREX,Gel
DERMACINRX PENETRAL,CREAM(ML)
DERMACINRX PRIZOPAK,Cream (g)
DERMACINRX PRIZOPAK,Kit
DERMAFUNGAL,Cream (g)
DERMALID,COMBO. PKG
DERMAREST ECZEMA,Cream (g)
DERMAREST ECZEMA,Ointment
DERMAREST ECZEMA,CRM/PE APP
DERMAREST ECZEMA,Tablet
DERMAREST ECZEMA,Lotion
DERMAREST ECZEMA,ENEMA
DERMAREST PSORIASIS,Shampoo
DERMAREST PSORIASIS,Lotion
DERMAREST PSORIASIS,GEL (ML)
DERMASARRA,Lotion
DERMOTIC,Drops
DERMULCERA,Ointment
DESCOVY,Tablet
DESENEX,Powder
DESFERAL MESYLATE,VIAL
DESFLURANE,Liquid
DESGEN DM,Liquid
DESIPRAMINE HCL,Tablet
DESITIN,PASTE (G)
DESLORATADINE,Tablet
DESLORATADINE,TAB RAPDIS
DESMOPRESSIN ACETATE,Tablet
DESMOPRESSIN ACETATE,SPRAY/PUMP
DESMOPRESSIN ACETATE,VIAL
DESMOPRESSIN ACETATE,AMPUL
DESOGESTR-ETH ESTRAD ETH ESTRA,Tablet
DESOGESTREL-ETHINYL ESTRADIOL,Tablet
DESONIDE,Cream (g)
DESONIDE,Ointment
DESONIDE,Lotion
DESONIDE,Gel
DESOWEN,Cream (g)
DESOWEN,Ointment
DESOWEN,Lotion
DESOWEN,Gel
DESOXIMETASONE,Cream (g)
DESOXIMETASONE,Ointment
DESOXIMETASONE,Gel
DESOXIMETASONE,SPRAY
DESOXYN,Tablet
DESPEC DM,Liquid
DESPEC DM-G,Liquid
DESRX,Gel
DESVENLAFAXINE ER,Tablet ER 24H
DESVENLAFAXINE SUCCINATE ER,Tablet ER 24H
DETROL,Tablet
DETROL LA,Capsule ER 24H
DEX4 GLUCOSE,Chewable Tablet
DEX4 GLUCOSE,Liquid
DEXABLISS,TAB DS PK
DEXAMETHASONE,Tablet
DEXAMETHASONE,Solution
DEXAMETHASONE,ELIXIR
DEXAMETHASONE,TAB DS PK
DEXAMETHASONE INTENSOL,Drops
DEXAMETHASONE SODIUM PHOSPHATE,Drops
DEXAMETHASONE SODIUM PHOSPHATE,VIAL
DEXAMETHASONE SODIUM PHOSPHATE,Syringe
DEXCHLORPHENIRAMINE MALEATE,Solution
DEXEDRINE,Capsule ER
DEXILANT,CAP DR BP
DEXLANSOPRAZOLE DR,CAP DR BP
DEXMEDETOMIDINE HCL,VIAL
DEXMEDETOMIDINE-D5W,PLAST. BAG
DEXMETHYLPHENIDATE HCL,Tablet
DEXMETHYLPHENIDATE HCL ER,CPBP 50-50
DEXRAZOXANE,VIAL
DEXTENZA,INSERT
DEXTROAMPHETAMINE SULFATE,Tablet
DEXTROAMPHETAMINE SULFATE,Solution
DEXTROAMPHETAMINE SULFATE ER,Capsule ER
DEXTROAMPHETAMINE-AMPHET ER,Capsule ER 24H
DEXTROAMPHETAMINE-AMPHETAMINE,Tablet
DEXTROMETHORPH-GUAIF-PHENYLEPH,Liquid
DEXTROMETHORPHAN HBR,Capsule
DEXTROMETHORPHAN POLISTIREX,SUS ER 12H
DEXTROMETHORPHAN-GUAIFENESN-PE,Tablet
DEXTROSE IN WATER,IV SOLN
DEXTROSE IN WATER,VIAL
DEXTROSE IN WATER,Syringe
DEXTROSE IN WATER,PGGYBK PRT
DEXTROSE IN WATER,PGY VL PRT
DEXTROSE IN WATER,DEHP FR BG
DEXYCU,VIAL
DHIVY,Tablet
DHIVY,TAB RAPDIS
DHS SAL,Shampoo
DHS TAR,Shampoo
DHS TAR GEL,Shampoo
DI-DAK-SOL,Solution
DIABETIC TUSSIN DM,Liquid
DIABETIC TUSSIN EX,Liquid
DIACOMIT,Capsule
DIACOMIT,POWD PACK
DIALYVITE VITAMIN D,Capsule
DIAMODE,Tablet
DIAPER RASH OINTMENT,Ointment
DIAPER RASH OINTMENT,Cream (g)
DIAPER RASH OINTMENT,PASTE (G)
DIAPER RASH PASTE,PASTE (G)
DIARRHEA RELIEF,Oral Suspension
DIASTAT,Kit
DIASTAT ACUDIAL,Kit
DIAZEPAM,Tablet
DIAZEPAM,Kit
DIAZEPAM,Solution
DIAZEPAM,ORAL CONC
DIAZEPAM,CARTRIDGE
DIAZEPAM,VIAL
DIAZEPAM,Syringe
DIAZOXIDE,Oral Suspension
DIBENZYLINE,Capsule
DIBUCAINE,Ointment
DICLEGIS,TABLET DR
DICLOFENAC,Capsule
DICLOFENAC EPOLAMINE,PATCH TD12
DICLOFENAC POTASSIUM,Tablet
DICLOFENAC POTASSIUM,Capsule
DICLOFENAC POTASSIUM,POWD PACK
DICLOFENAC SODIUM,TABLET DR
DICLOFENAC SODIUM,Gel
DICLOFENAC SODIUM,Drops
DICLOFENAC SODIUM,SOL MD PMP
DICLOFENAC SODIUM ER,Tablet ER 24H
DICLOFENAC SODIUM-MISOPROSTOL,TAB IR DR
DICLOPREP-100,Kit
DICLOVIX,KIT PAT-DP
DICLOXACILLIN SODIUM,Capsule
DICYCLOMINE HCL,Tablet
DICYCLOMINE HCL,Capsule
DICYCLOMINE HCL,Solution
DICYCLOMINE HCL,AMPUL
DICYCLOMINE HCL,VIAL
DIDANOSINE,CAPSULE DR
DIETHYLPROPION HCL,Tablet
DIETHYLPROPION HCL ER,Tablet
DIFFERIN,Gel
DIFFERIN,Cream (g)
DIFFERIN,GEL W/PUMP
DIFFERIN,Lotion
DIFFERIN,Solution
DIFFERIN,MED. SWAB
DIFICID,Tablet
DIFICID,Oral Suspension
DIFLORASONE DIACETATE,Ointment
DIFLORASONE DIACETATE,Cream (g)
DIFLUCAN,Tablet
DIFLUCAN,Oral Suspension
DIFLUNISAL,Tablet
DIFLUPREDNATE,Drops
DIGESTIVE RELIEF,Tablet
DIGIFAB,VIAL
DIGITEK,Tablet
DIGOXIN,Tablet
DIGOXIN,Solution
DIGOXIN,AMPUL
DIGOXIN,Syringe
DIHYDROERGOTAMINE MESYLATE,SPRAY/PUMP
DIHYDROERGOTAMINE MESYLATE,AMPUL
DILANTIN,Capsule
DILANTIN-125,Chewable Tablet
DILANTIN-125,Oral Suspension
DILAUDID,Tablet
DILAUDID,Liquid
DILAUDID,SUPP.RECT
DILAUDID,VIAL
DILAUDID,Syringe
DILAUDID,CARTRIDGE
DILAUDID,AMPUL
DILT-XR,CAP ER DEG
DILTIAZEM 12HR ER,Capsule ER 12H
DILTIAZEM 24HR ER,CAP SA 24H
DILTIAZEM 24HR ER (CD),Capsule ER 24H
DILTIAZEM 24HR ER (LA),Tablet ER 24H
DILTIAZEM 24HR ER (XR),CAP ER DEG
DILTIAZEM HCL,Tablet
DILTIAZEM HCL,VIAL
DILTIAZEM HCL,VIAL PORT
DIMAPHEN DM,Solution
DIMENHYDRINATE,Tablet
DIMENHYDRINATE,VIAL
DIMETAPP,Solution
DIMETAPP COLD-ALLERGY,Solution
DIMETAPP COLD-COUGH,Solution
DIMETHYL FUMARATE,CAPSULE DR
DIOTAME,Chewable Tablet
DIOVAN,Tablet
DIOVAN,Solution
DIOVAN HCT,Tablet
DIPENTUM,Capsule
DIPHEDRYL,Liquid
DIPHEDRYL ALLERGY,Liquid
DIPHEN,Liquid
DIPHEN,Tablet
DIPHEN,ELIXIR
DIPHEN,VIAL
DIPHEN,Capsule
DIPHEN,Syringe
DIPHEN,Chewable Tablet
DIPHEN,Drops
DIPHENHIST,Capsule
DIPHENHYDRAMINE HCL,Liquid
DIPHENHYDRAMINE HCL,Tablet
DIPHENHYDRAMINE HCL,ELIXIR
DIPHENHYDRAMINE HCL,VIAL
DIPHENHYDRAMINE HCL,Capsule
DIPHENHYDRAMINE HCL,Syringe
DIPHENHYDRAMINE HCL,Chewable Tablet
DIPHENHYDRAMINE HCL,Drops
DIPHENOXYLATE-ATROPINE,Tablet
DIPHENOXYLATE-ATROPINE,Liquid
DIPHTHERIA-TETANUS TOXOIDS-PED,VIAL
DIPRIVAN,VIAL
DIPROLENE,Cream (g)
DIPROLENE,Ointment
DIPROLENE,Lotion
DIPROLENE,Gel
DIPYRIDAMOLE,Tablet
DIPYRIDAMOLE,VIAL
DISALCID,Tablet
DISKETS,TABLET SOL
DISOPYRAMIDE PHOSPHATE,Capsule
DISULFIRAM,Tablet
DITROPAN XL,TAB ER 24
DIURIL,Oral Suspension
DIVALPROEX SODIUM,TABLET DR
DIVALPROEX SODIUM,CAP DR SPR
DIVALPROEX SODIUM ER,Tablet ER 24H
DIVIGEL,CREAM/APPL
DIVIGEL,Tablet
DIVIGEL,GEL PACKET
DIVIGEL,PELLET(EA)
DOBUTAMINE HCL,VIAL
DOBUTAMINE HCL-D5W,IV SOLN
DOCETAXEL,VIAL
DOCOSANOL,Cream (g)
DOCU LIQUID,Liquid
DOCUPRENE,Tablet
DOCUSATE CALCIUM,Capsule
DOCUSATE SODIUM,Capsule
DOCUSATE SODIUM,Liquid
DOCUSATE SODIUM,Tablet
DOCUSATE SODIUM,ENEMA
DOCUSATE SODIUM,SYRUP
DOCUSATE SODIUM-SENNOSIDES,Tablet
DOCUSOL KIDS,ENEMA
DOCUZEN,Tablet
DODEX,VIAL
DOFETILIDE,Capsule
DOJOLVI,Liquid
DOK,Tablet
DOK,Capsule
DOLISHALE,Tablet
DOMETUSS-DMX,Liquid
DONEPEZIL HCL,Tablet
DONEPEZIL HCL ODT,TAB RAPDIS
DONNATAL,Tablet
DONNATAL,ELIXIR
DOPAMINE HCL,VIAL
DOPAMINE HCL IN 5% DEXTROSE,PLAST. BAG
DOPTELET,Tablet
DORAL,Tablet
DORYX,Capsule
DORYX,Tablet
DORYX,TABLET DR
DORYX,VIAL
DORYX MPC,TABLET DR
DORZOLAMIDE HCL,Drops
DORZOLAMIDE-TIMOLOL,Drops
DORZOLAMIDE-TIMOLOL,DROPERETTE
DOTAREM,Syringe
DOTAREM,VIAL
DOTTI,PATCH TDSW
DOUBLE ANTIBIOTIC,Ointment
DOUBLE ANTIBIOTIC,OINT PACK
DOUBLEDEX,Kit
DOVATO,Tablet
DOVONEX,Cream (g)
DOVONEX,Ointment
DOVONEX,Solution
DOVONEX,Foam
DOXAPRAM HCL,VIAL
DOXAZOSIN MESYLATE,Tablet
DOXEPIN HCL,Capsule
DOXEPIN HCL,Tablet
DOXEPIN HCL,ORAL CONC
DOXEPIN HCL,Cream (g)
DOXERCALCIFEROL,Capsule
DOXERCALCIFEROL,VIAL
DOXIL,VIAL
DOXORUBICIN HCL,VIAL
DOXORUBICIN HCL LIPOSOME,VIAL
DOXY 100,VIAL
DOXYCYCLINE HYCLATE,Capsule
DOXYCYCLINE HYCLATE,Tablet
DOXYCYCLINE HYCLATE,TABLET DR
DOXYCYCLINE HYCLATE,VIAL
DOXYCYCLINE IR-DR,CAP IR DR
DOXYCYCLINE MONOHYDRATE,Capsule
DOXYCYCLINE MONOHYDRATE,Tablet
DOXYCYCLINE MONOHYDRATE,Oral Suspension
DOXYLAMINE SUCC-PYRIDOXINE HCL,TABLET DR
DR SCHOLLS CLEAR AWAY,Patch
DRAMAMINE,Chewable Tablet
DRAMAMINE,Tablet
DRAMAMINE LESS DROWSY,Tablet
DRAMAMINE LESS DROWSY,Chewable Tablet
DRIMINATE,Tablet
DRISDOL,Capsule
DRISDOL,Tablet
DRISTAN,MIST
DRISTAN,SPRAY
DRISTAN COLD,Tablet
DRITHOCREME HP,Cream (g)
DRIZALMA SPRINKLE,CAP DR SPR
DRONABINOL,Capsule
DROPERIDOL,VIAL
DROSPIRENONE-ETH ESTRA-LEVOMEF,Tablet
DROSPIRENONE-ETHINYL ESTRADIOL,Tablet
DROXIA,Capsule
DROXIDOPA,Capsule
DRY EYE RELIEF,Drops
DRY EYE RELIEF,DRP LQ GEL
DRY EYE RELIEF,DROPS GEL
DRYSOL,Solution
DSS,Capsule
DSUVIA,TAB IN APP
DUAKLIR PRESSAIR,AER POW BA
DUAL ACTION,Chewable Tablet
DUAL ACTION COMPLETE,Chewable Tablet
DUAVEE,Tablet
DUET DHA 400,COMBO. PKG
DUET DHA BALANCED,COMBO. PKG
DUETACT,Tablet
DUEXIS,Tablet
DULCOEASE,Capsule
DULCOLAX,TABLET DR
DULCOLAX,SUPP.RECT
DULCOLAX,ENEMA
DULCOLAX STOOL SOFTENER,Capsule
DULERA,HFA AER AD
DULOXETINE HCL,CAPSULE DR
DUOBRII,Lotion
DUOFILM,Liquid
DUOFILM,Patch
DUOFILM,PLASTER
DUOFILM,Gel
DUOPA,INT PMP SP
DUPIXENT PEN,PEN INJCTR
DUPIXENT SYRINGE,Syringe
DURACLON,Tablet
DURACLON,VIAL
DURAFLU,Tablet
DURAGEL CALLUS REMOVERS,Patch
DURAMORPH,AMPUL
DURAVENT DM,Tablet
DURAVENT PE,Tablet
DUREZOL,Drops
DUROLANE,Syringe
DURYSTA,IMPLANT
DUTASTERIDE,Capsule
DUTASTERIDE-TAMSULOSIN,CPMP 24HR
DYANAVEL XR,SUS BP 24H
DYANAVEL XR,TAB BP 24H
DYMISTA,SPRAY/PUMP
DYNA-HEX,Liquid
DYRENIUM,Capsule
DYSPORT,VIAL
E-200,Capsule
EAR DROPS,Drops
EAR WAX DROPS,Drops
EAR WAX REMOVAL,Drops
EAZZZE THE PAIN,Tablet
EC-NAPROSYN,Tablet
EC-NAPROSYN,TABLET DR
EC-NAPROSYN,Oral Suspension
EC-NAPROXEN,TABLET DR
ECONAZOLE NITRATE,Cream (g)
ECONTRA EZ,Tablet
ECONTRA ONE-STEP,Tablet
ECOTRIN,TABLET DR
ECOZA,Foam
ED A-HIST,Tablet
ED BRON GP,Liquid
ED CHLORPED JR,SYRUP
ED-A-HIST DM,Liquid
ED-APAP,Liquid
ED-SPAZ,Subligual Tab
ED-SPAZ,Tablet
ED-SPAZ,TAB RAPDIS
ED-SPAZ,Drops
ED-SPAZ,ELIXIR
ED-SPAZ,VIAL
EDARBI,Tablet
EDARBYCLOR,Tablet
EDECRIN,Tablet
EDEX 2-PK KIT,Kit
EDEX 6-PK KIT,Kit
EDLUAR,Subligual Tab
EDURANT,Tablet
EEMT,Tablet
EFAVIRENZ,Tablet
EFAVIRENZ,Capsule
EFAVIRENZ-EMTRIC-TENOFOV DISOP,Tablet
EFAVIRENZ-LAMIVU-TENOFOV DISOP,Tablet
EFFER-K,TABLET EFF
EFFERVESCENT ANTACID-PAIN RLF,TABLET EFF
EFFERVESCENT PAIN RELIEF,TABLET EFF
EFFEXOR XR,Capsule ER 24H
EFFEXOR XR,TAB ER 24
EFFIENT,Tablet
EFUDEX,Cream (g)
EFUDEX,Solution
EFUDEX,VIAL
EGRIFTA SV,VIAL
ELAPRASE,VIAL
ELASTIDERM,Cream (g)
ELCYS,VIAL
ELELYSO,VIAL
ELEPSIA XR,Tablet ER 24H
ELESTRIN,GEL MD PMP
ELETRIPTAN HBR,Tablet
ELFOLATE,Tablet
ELIDEL,Cream (g)
ELIGARD,Syringe
ELIMITE,Cream (g)
ELINEST,Tablet
ELIQUIS,Tablet
ELIQUIS,TAB DS PK
ELITEK,VIAL
ELIXOPHYLLIN,ELIXIR
ELLA,Tablet
ELLENCE,VIAL
ELMIRON,Capsule
ELOCTATE,VIAL
ELURYNG,VAG RING
ELYXYB,Solution
ELZONRIS,VIAL
EMCYT,Capsule
EMEND,Capsule
EMEND,CAP DS PK
EMERPHED,Syringe
EMERPHED,VIAL
EMERPHED,AMPUL
EMETROL,Solution
EMFLAZA,Tablet
EMFLAZA,Oral Suspension
EMGALITY PEN,PEN INJCTR
EMGALITY SYRINGE,Syringe
EMPAVELI,VIAL
EMPLICITI,VIAL
EMSAM,Patch
EMTRICITABINE,Capsule
EMTRICITABINE-TENOFOVIR DISOP,Tablet
EMTRIVA,Capsule
EMVERM,Chewable Tablet
ENALAPRIL MALEATE,Tablet
ENALAPRIL MALEATE,Solution
ENALAPRIL-HYDROCHLOROTHIAZIDE,Tablet
ENALAPRILAT,VIAL
ENBREL,Syringe
ENBREL,VIAL
ENBREL MINI,CARTRIDGE
ENBREL SURECLICK,PEN INJCTR
ENDACOF-DM,Solution
ENDARI,POWD PACK
ENDOCET,Tablet
ENDOMETRIN,INSERT
ENDUR-ACIN,Tablet
ENDUR-ACIN,Capsule ER
ENDUR-ACIN,Capsule
ENDUR-C WITH ROSE HIPS,Tablet
ENDUR-C WITH ROSE HIPS,Chewable Tablet
ENDUR-C WITH ROSE HIPS,Capsule
ENDUR-C WITH ROSE HIPS,Capsule ER
ENDUR-C WITH ROSE HIPS,SYRUP
ENDUR-C WITH ROSE HIPS,Liquid
ENDUR-C WITH ROSE HIPS,Powder
ENDUR-C WITH ROSE HIPS,LOZENGE
ENDUR-C WITH ROSE HIPS,WAFER
ENDUR-C WITH ROSE HIPS,EFFPOWDPKT
ENDUR-C WITH ROSE HIPS,POWD PACK
ENEMA,ENEMA
ENEMA DISPOSABLE,ENEMA
ENEMEEZ,ENEMA
ENGERIX-B ADULT,Syringe
ENGERIX-B ADULT,VIAL
ENGERIX-B PEDIATRIC-ADOLESCENT,Syringe
ENHERTU,VIAL
ENJAYMO,VIAL
ENOXAPARIN SODIUM,Syringe
ENOXAPARIN SODIUM,VIAL
ENPRESSE,Tablet
ENSKYCE,Tablet
ENSPRYNG,Syringe
ENSTILAR,Foam
ENTACAPONE,Tablet
ENTADFI,Capsule
ENTECAVIR,Tablet
ENTEREG,Capsule
ENTEX T,Tablet
ENTRESTO,Tablet
ENTYVIO,VIAL
ENULOSE,Solution
ENVARSUS XR,Tablet ER 24H
ENZOCLEAR,CLEANSER
ENZOCLEAR,Gel
ENZOCLEAR,Foam
ENZOCLEAR,TOWELETTE
EOVIST,VIAL
EPANED,Tablet
EPANED,Solution
EPCLUSA,Tablet
EPCLUSA,PELET PACK
EPHEDRINE SULFATE,Syringe
EPHEDRINE SULFATE,VIAL
EPHEDRINE SULFATE,AMPUL
EPHEDRINE SULFATE-NACL,Syringe
EPHRINE NOSE DROPS,Drops
EPIDIOLEX,Solution
EPIDUO,GEL W/PUMP
EPIDUO FORTE,GEL W/PUMP
EPIFOAM,Foam
EPINASTINE HCL,Drops
EPINEPHRINE,AUTO INJCT
EPINEPHRINE,AMPUL
EPINEPHRINE,Syringe
EPINEPHRINE,VIAL
EPINEPHRINE CHLORIDE,Solution
EPINEPHRINE PROFESSIONAL EMS,Kit
EPINEPHRINE PROFESSIONAL KIT,Kit
EPINEPHRINESNAP-EMS,Kit
EPINEPHRINESNAP-V,Kit
EPIPEN,AUTO INJCT
EPIPEN,AMPUL
EPIPEN,Syringe
EPIPEN,VIAL
EPIPEN 2-PAK,AUTO INJCT
EPIPEN 2-PAK,AMPUL
EPIPEN 2-PAK,Syringe
EPIPEN 2-PAK,VIAL
EPIPEN JR,AUTO INJCT
EPIPEN JR,AMPUL
EPIPEN JR,Syringe
EPIPEN JR,VIAL
EPIPEN JR 2-PAK,AUTO INJCT
EPIPEN JR 2-PAK,AMPUL
EPIPEN JR 2-PAK,Syringe
EPIPEN JR 2-PAK,VIAL
EPIRUBICIN HCL,VIAL
EPITOL,Tablet
EPIVIR,Tablet
EPIVIR,Solution
EPIVIR HBV,Solution
EPIVIR HBV,Tablet
EPLERENONE,Tablet
EPOGEN,VIAL
EPOPROSTENOL SODIUM,VIAL
EPRONTIA,Solution
EPSOLAY,Cream (g)
EPTIFIBATIDE,VIAL
EPTIFIBATIDE,PLAST. BAG
EPZICOM,Tablet
EQUETRO,CPMP 12HR
ERAXIS (WATER DILUENT),VIAL
ERBITUX,VIAL
ERGOCALCIFEROL,Drops
ERGOLOID MESYLATES,Tablet
ERGOMAR,Subligual Tab
ERGOTAMINE-CAFFEINE,Tablet
ERIVEDGE,Capsule
ERLEADA,Tablet
ERLOTINIB HCL,Tablet
ERMEZA,Solution
ERRIN,Tablet
ERTACZO,Cream (g)
ERTAPENEM,VIAL
ERWINASE,VIAL
ERY,MED. SWAB
ERY-TAB,TABLET DR
ERYGEL,Ointment
ERYGEL,Tablet
ERYGEL,Gel
ERYGEL,TABLET DR
ERYGEL,Solution
ERYGEL,CAPSULE DR
ERYPED 200,Oral Suspension
ERYPED 200,Tablet
ERYPED 400,Oral Suspension
ERYPED 400,Tablet
ERYTHROCIN LACTOBIONATE,VIAL
ERYTHROCIN STEARATE,Tablet
ERYTHROMYCIN,Ointment
ERYTHROMYCIN,Tablet
ERYTHROMYCIN,Gel
ERYTHROMYCIN,TABLET DR
ERYTHROMYCIN,Solution
ERYTHROMYCIN,CAPSULE DR
